Gene identifier	baseMean	log2FoldChange	lfcSE	stat	p-value	p-adjusted
MSTRG.14664	1’205.2852	0.2326	0.1501	38.8380	1.8784E-08	7.9615E-08
MSTRG.15268	3’141.0473	0.2096	0.1091	38.8353	1.8808E-08	7.9705E-08
MSTRG.9173	6.0238	5.8171	1.4142	38.8212	1.8939E-08	8.0242E-08
MSTRG.6065	2’195.5099	-0.6690	0.1190	38.8039	1.9099E-08	8.0907E-08
MSTRG.20596	2’943.2308	-0.1146	0.1178	38.7950	1.9182E-08	8.1243E-08
MSTRG.20152	21’286.2234	-0.3366	0.0830	38.7607	1.9506E-08	8.2601E-08
MSTRG.17181	4’910.9703	0.2607	0.0884	38.7588	1.9524E-08	8.2663E-08
MSTRG.27321	289.1655	0.7594	0.2366	38.7562	1.9548E-08	8.2751E-08
MSTRG.15233	3’873.6244	0.2030	0.0990	38.7496	1.9612E-08	8.3006E-08
MSTRG.2963	3’249.2430	0.3661	0.1637	38.7430	1.9675E-08	8.3258E-08
MSTRG.6782	5’146.5566	-0.8732	0.1828	38.7116	1.9978E-08	8.4527E-08
MSTRG.3487	1’215.1849	-0.0590	0.1464	38.7099	1.9994E-08	8.4580E-08
MSTRG.18744	4’060.3591	0.0207	0.0974	38.7041	2.0051E-08	8.4807E-08
MSTRG.2531	31’661.6295	-0.8725	0.1757	38.6960	2.0131E-08	8.5128E-08
MSTRG.11523	2’772.9390	-0.6054	0.1266	38.6830	2.0259E-08	8.5654E-08
MSTRG.12553	1’116.3683	-0.8622	0.1437	38.6724	2.0364E-08	8.6083E-08
MSTRG.8020	531.1168	1.4060	0.2747	38.6695	2.0393E-08	8.6190E-08
MSTRG.6752	4’323.1559	-0.7580	0.1240	38.6635	2.0453E-08	8.6428E-08
MSTRG.14767	3’390.4971	-0.4016	0.1244	38.6545	2.0543E-08	8.6793E-08
ENSG00000287431.1	101.2573	-0.9097	0.4441	38.6456	2.0632E-08	8.7155E-08
MSTRG.10067	5’008.2810	0.6797	0.2231	38.6398	2.0690E-08	8.7386E-08
MSTRG.11994	6’548.0916	-0.1797	0.1463	38.6179	2.0913E-08	8.8309E-08
ENSG00000117643.14	47.9298	-0.3896	0.4155	38.6110	2.0982E-08	8.8589E-08
MSTRG.15646	3’381.5834	0.3951	0.0836	38.5991	2.1105E-08	8.9089E-08
MSTRG.27299	55’725.4929	0.4242	0.2361	38.5909	2.1190E-08	8.9431E-08
MSTRG.27328	2’274.7014	-0.3012	0.1311	38.5716	2.1390E-08	9.0262E-08
MSTRG.23645	7’401.3897	0.8417	0.1661	38.5662	2.1446E-08	9.0481E-08
MSTRG.1071	1’987.1357	0.5374	0.1182	38.5344	2.1782E-08	9.1883E-08
MSTRG.24223	12’227.5831	-0.4735	0.1356	38.4799	2.2368E-08	9.4338E-08
ENSG00000154760.14	13.2173	-0.4232	0.5095	38.4577	2.2612E-08	9.5350E-08
ENSG00000227482.1	217.7885	1.3067	0.2184	38.4542	2.2650E-08	9.5493E-08
MSTRG.6418	136.0237	0.3619	1.1047	38.4535	2.2658E-08	9.5496E-08
MSTRG.6336	46.6809	-1.1604	0.3377	38.4535	2.2658E-08	9.5496E-08
MSTRG.4994	43.5238	2.2318	0.4045	38.4420	2.2785E-08	9.6013E-08
MSTRG.3560	2’126.5518	0.6464	0.1411	38.4372	2.2839E-08	9.6223E-08
MSTRG.1837	2’071.5047	-0.5034	0.1139	38.4223	2.3005E-08	9.6905E-08
MSTRG.7638	32.1027	-0.3563	0.3965	38.4145	2.3093E-08	9.7260E-08
MSTRG.10339	401.4887	0.5871	0.2284	38.4097	2.3147E-08	9.7468E-08
MSTRG.18157	2’082.6412	-0.0273	0.1722	38.3718	2.3579E-08	9.9270E-08
MSTRG.10983	2’498.4918	-0.4332	0.1673	38.3623	2.3688E-08	9.9715E-08
MSTRG.4933	8’603.7823	-0.9709	0.1731	38.3557	2.3764E-08	1.0002E-07
MSTRG.4030	1’310.2920	0.4767	0.1603	38.3518	2.3810E-08	1.0019E-07
ENSG00000275989.2	16.6712	0.1202	0.5241	38.3409	2.3936E-08	1.0071E-07
MSTRG.4354	6’276.1737	-0.7906	0.1970	38.3228	2.4149E-08	1.0158E-07
MSTRG.7967	17’722.6268	0.6343	0.1386	38.3115	2.4282E-08	1.0213E-07
MSTRG.28299	549.2729	-1.9287	0.3104	38.3061	2.4347E-08	1.0238E-07
MSTRG.28200	8’405.5630	-0.3977	0.1031	38.2977	2.4446E-08	1.0278E-07
MSTRG.16156	327.0818	0.1916	0.1573	38.2912	2.4524E-08	1.0309E-07
MSTRG.3570	3’003.2449	0.6339	0.1156	38.2824	2.4629E-08	1.0351E-07
ENSG00000175538.10	14.8563	5.3150	1.4719	38.2791	2.4669E-08	1.0366E-07
ENSG00000197594.13	47.2198	0.4358	0.3712	38.2643	2.4848E-08	1.0439E-07
MSTRG.6879	78.8572	1.0204	0.3117	38.2629	2.4864E-08	1.0444E-07
MSTRG.1265	640.4037	0.7048	0.1539	38.2440	2.5095E-08	1.0540E-07
MSTRG.8419	164.2554	0.9334	0.2954	38.2413	2.5128E-08	1.0551E-07
MSTRG.24383	7’232.6484	-0.6876	0.1147	38.2385	2.5163E-08	1.0564E-07
MSTRG.7218	9’068.6971	0.1281	0.1370	38.2381	2.5167E-08	1.0564E-07
MSTRG.11886	26’952.4588	-0.8706	0.2154	38.2293	2.5275E-08	1.0608E-07
MSTRG.26685	122.2467	0.0086	0.3021	38.2150	2.5452E-08	1.0679E-07
MSTRG.21196	186.2497	-0.0672	0.2108	38.2148	2.5455E-08	1.0679E-07
MSTRG.2609	2’848.8262	0.6188	0.1847	38.2044	2.5584E-08	1.0732E-07
MSTRG.2332	3’745.2538	0.4228	0.1392	38.2000	2.5639E-08	1.0753E-07
MSTRG.19782	13’466.6617	-2.2229	0.3870	38.1828	2.5855E-08	1.0842E-07
ENSG00000286964.1	91.5096	-1.6027	0.3254	38.1761	2.5940E-08	1.0875E-07
MSTRG.7990	25.3370	7.5182	1.3916	38.1686	2.6034E-08	1.0913E-07
MSTRG.18547	1’756.8798	-0.7367	0.1489	38.1558	2.6198E-08	1.0979E-07
ENSG00000177570.14	87.6432	-1.4639	0.8142	38.1551	2.6207E-08	1.0981E-07
MSTRG.24655	18’158.7301	-0.6603	0.1069	38.1516	2.6251E-08	1.0998E-07
MSTRG.5836	4’146.0816	-0.5630	0.1080	38.1473	2.6306E-08	1.1019E-07
MSTRG.18694	161.6028	1.2521	0.2125	38.1385	2.6419E-08	1.1064E-07
ENSG00000223940.1	64.9429	0.1883	0.2966	38.1366	2.6444E-08	1.1073E-07
MSTRG.7262	27’867.5280	0.1809	0.0890	38.1356	2.6456E-08	1.1076E-07
MSTRG.20081	1’795.8804	-0.3341	0.1325	38.1234	2.6614E-08	1.1140E-07
ENSG00000205978.6	88.6922	7.9489	1.7598	38.1094	2.6797E-08	1.1215E-07
MSTRG.26042	732.6490	0.7629	0.1634	38.0999	2.6921E-08	1.1265E-07
MSTRG.11682	3’408.5895	-0.2693	0.0992	38.0897	2.7056E-08	1.1319E-07
MSTRG.18158	4’009.8568	-0.0974	0.1289	38.0885	2.7072E-08	1.1324E-07
ENSG00000180938.6	207.9828	0.9495	0.2013	38.0776	2.7215E-08	1.1382E-07
MSTRG.8232	13’306.0478	-0.4013	0.1591	38.0765	2.7230E-08	1.1386E-07
MSTRG.17193	4’258.6704	-0.4375	0.1118	38.0699	2.7318E-08	1.1421E-07
MSTRG.21017	2’026.1836	0.0866	0.1224	38.0646	2.7389E-08	1.1449E-07
MSTRG.6541	1’884.7676	0.0118	0.1219	38.0592	2.7461E-08	1.1477E-07
MSTRG.26791	5’397.6947	-0.6771	0.1545	38.0575	2.7483E-08	1.1484E-07
MSTRG.3384	345.4992	0.2763	0.1989	38.0428	2.7681E-08	1.1565E-07
MSTRG.17259	841.2599	-0.5605	0.1399	38.0322	2.7824E-08	1.1623E-07
MSTRG.25851	4’887.3569	-1.0101	0.1903	38.0274	2.7889E-08	1.1648E-07
ENSG00000143845.15	5.3209	-5.8586	1.5457	38.0208	2.7979E-08	1.1683E-07
ENSG00000134962.7	28.2754	-2.4999	0.4876	37.9774	2.8579E-08	1.1931E-07
MSTRG.13055	2’899.1401	0.3068	0.1075	37.9594	2.8829E-08	1.2034E-07
MSTRG.16948	26.4564	1.6114	0.8936	37.9588	2.8838E-08	1.2035E-07
MSTRG.7658	97.6871	0.9156	0.2655	37.9563	2.8873E-08	1.2048E-07
ENSG00000188452.14	43.9708	2.9919	0.4969	37.9454	2.9028E-08	1.2111E-07
ENSG00000286156.1	17.3987	2.9663	0.6797	37.9268	2.9291E-08	1.2218E-07
MSTRG.3963	1’513.1478	-0.6505	0.1181	37.9055	2.9598E-08	1.2344E-07
MSTRG.19791	335.0211	-0.0083	0.2133	37.8931	2.9776E-08	1.2416E-07
ENSG00000213478.2	5.6095	-4.9904	1.3271	37.8920	2.9793E-08	1.2421E-07
MSTRG.17849	4’108.9379	-1.0339	0.1989	37.8774	3.0005E-08	1.2507E-07
MSTRG.635	13’252.6920	-0.7124	0.1554	37.8716	3.0090E-08	1.2541E-07
MSTRG.17262	1’050.1036	0.1146	0.1139	37.8614	3.0240E-08	1.2601E-07
ENSG00000235217.6	40.8080	-0.0826	0.3630	37.8441	3.0497E-08	1.2706E-07
MSTRG.11628	469.2918	-0.7019	0.1603	37.8234	3.0805E-08	1.2832E-07
MSTRG.25597	1’431.4324	-0.5807	0.1391	37.8197	3.0862E-08	1.2853E-07
MSTRG.27196	6’409.3489	0.3940	0.1314	37.8168	3.0904E-08	1.2869E-07
MSTRG.22489	596.5501	0.2983	0.1550	37.8145	3.0940E-08	1.2881E-07
MSTRG.11794	7’207.4388	0.0718	0.1234	37.7774	3.1505E-08	1.3114E-07
MSTRG.2787	2’229.9532	0.4945	0.1302	37.7746	3.1547E-08	1.3129E-07
MSTRG.6544	16’680.7749	0.1946	0.0974	37.7639	3.1713E-08	1.3196E-07
MSTRG.913	1’302.5082	-0.7431	0.2017	37.7583	3.1799E-08	1.3230E-07
MSTRG.872	9’242.2549	-0.3867	0.1503	37.7549	3.1852E-08	1.3249E-07
MSTRG.17325	1’427.3767	-0.5096	0.1252	37.7466	3.1981E-08	1.3301E-07
MSTRG.26972	299.7443	-0.7057	0.1637	37.7452	3.2003E-08	1.3308E-07
MSTRG.8478	2’044.9644	0.2562	0.1623	37.7381	3.2113E-08	1.3351E-07
MSTRG.621	1’209.9026	-0.4207	0.1353	37.7356	3.2153E-08	1.3365E-07
MSTRG.22933	94.9643	1.8913	0.3499	37.7326	3.2200E-08	1.3383E-07
MSTRG.14608	362.5268	-0.2128	0.1602	37.7254	3.2313E-08	1.3427E-07
MSTRG.14409	453.2928	-0.8459	0.1461	37.7155	3.2469E-08	1.3490E-07
MSTRG.1979	25’043.1831	0.4505	0.1170	37.7103	3.2552E-08	1.3522E-07
MSTRG.12951	7’300.2386	0.0419	0.0911	37.6861	3.2937E-08	1.3680E-07
MSTRG.14191	51.9509	0.4575	0.4123	37.6844	3.2965E-08	1.3689E-07
ENSG00000185187.13	775.1464	-1.2118	0.2672	37.6676	3.3236E-08	1.3799E-07
MSTRG.28242	491.6583	0.6977	0.1412	37.6361	3.3750E-08	1.4010E-07
MSTRG.23588	5’578.7955	0.7091	0.1225	37.6196	3.4023E-08	1.4119E-07
MSTRG.3783	54.6186	1.8010	0.5658	37.6195	3.4024E-08	1.4119E-07
ENSG00000233643.2	12.3858	-5.4245	1.2931	37.6145	3.4108E-08	1.4151E-07
MSTRG.11722	3’127.7094	-0.1219	0.1032	37.6109	3.4168E-08	1.4173E-07
ENSG00000223466.2	19.0483	1.5546	0.5315	37.6080	3.4215E-08	1.4191E-07
MSTRG.3128	10’157.5128	0.5115	0.1229	37.6001	3.4348E-08	1.4243E-07
MSTRG.17618	50.3151	1.2786	0.3572	37.5941	3.4448E-08	1.4282E-07
MSTRG.1747	64.8352	-0.9389	0.3036	37.5878	3.4554E-08	1.4324E-07
MSTRG.21380	4’573.2818	-0.2525	0.1565	37.5823	3.4646E-08	1.4360E-07
MSTRG.16136	9.5964	-3.8319	0.9724	37.5799	3.4688E-08	1.4374E-07
MSTRG.18985	32.1988	0.8670	0.4625	37.5771	3.4735E-08	1.4392E-07
MSTRG.27479	2’356.6414	0.4314	0.1022	37.5463	3.5259E-08	1.4606E-07
MSTRG.12858	12.8891	0.1198	0.7563	37.5337	3.5478E-08	1.4694E-07
MSTRG.11626	6’910.0036	-0.5372	0.1431	37.5292	3.5555E-08	1.4723E-07
ENSG00000162383.13	6.5543	2.3287	1.6668	37.5200	3.5715E-08	1.4787E-07
MSTRG.14988	7’400.0649	0.3999	0.1162	37.5145	3.5810E-08	1.4824E-07
MSTRG.9821	113.2584	0.0057	0.2662	37.5119	3.5857E-08	1.4841E-07
MSTRG.13324	802.2377	-1.0543	0.2221	37.5114	3.5864E-08	1.4841E-07
MSTRG.15521	958.8463	0.1532	0.1170	37.5092	3.5903E-08	1.4855E-07
MSTRG.7296	86.9291	-9.9459	1.9476	37.5030	3.6012E-08	1.4896E-07
MSTRG.995	21’866.1267	0.2489	0.1572	37.5028	3.6015E-08	1.4896E-07
MSTRG.18795	1’636.5896	0.1680	0.0957	37.4999	3.6067E-08	1.4915E-07
MSTRG.7281	4’972.4661	-0.8211	0.1350	37.4988	3.6085E-08	1.4920E-07
MSTRG.27165	918.1160	-0.9281	0.2146	37.4862	3.6308E-08	1.5008E-07
MSTRG.5637	7’516.1814	0.1277	0.1141	37.4860	3.6311E-08	1.5008E-07
MSTRG.3380	1’979.0354	-0.5153	0.0951	37.4807	3.6406E-08	1.5044E-07
MSTRG.16365	4’340.1340	0.1837	0.1268	37.4771	3.6469E-08	1.5068E-07
MSTRG.21412	2’107.2224	-0.9345	0.1895	37.4758	3.6492E-08	1.5075E-07
MSTRG.4334	133.5969	-0.7213	0.3957	37.4512	3.6933E-08	1.5255E-07
ENSG00000149633.12	10.0593	-2.4761	0.7778	37.4490	3.6973E-08	1.5268E-07
MSTRG.5905	7’353.5660	-0.2461	0.1892	37.4445	3.7054E-08	1.5299E-07
MSTRG.20344	2’272.1831	-1.2024	0.2152	37.4407	3.7121E-08	1.5324E-07
MSTRG.20101	13’823.8046	-0.5533	0.1241	37.4399	3.7138E-08	1.5328E-07
MSTRG.7127	85.7147	0.8884	0.2340	37.4378	3.7175E-08	1.5341E-07
MSTRG.20868	13’000.1540	0.0412	0.1378	37.4282	3.7350E-08	1.5411E-07
MSTRG.2292	13’152.2991	-0.2633	0.1063	37.4183	3.7529E-08	1.5482E-07
MSTRG.27852	3’240.5075	-0.9163	0.1593	37.4148	3.7594E-08	1.5506E-07
MSTRG.16609	3’711.6761	-0.0352	0.1557	37.4087	3.7705E-08	1.5549E-07
MSTRG.14088	461.3221	0.0714	0.1196	37.4061	3.7753E-08	1.5567E-07
MSTRG.26632	9’575.9223	-0.5048	0.0908	37.3937	3.7982E-08	1.5658E-07
MSTRG.25699	1’163.2472	0.3529	0.1835	37.3913	3.8027E-08	1.5674E-07
MSTRG.268	74.2324	-2.9523	0.5023	37.3787	3.8262E-08	1.5768E-07
MSTRG.11893	1’784.7261	-0.8106	0.1421	37.3774	3.8285E-08	1.5775E-07
MSTRG.9813	1’177.8472	0.1764	0.1625	37.3740	3.8349E-08	1.5799E-07
MSTRG.10866	2’134.7490	0.7324	0.1568	37.3491	3.8818E-08	1.5989E-07
ENSG00000116329.11	77.9343	0.9221	0.3056	37.3468	3.8860E-08	1.6003E-07
MSTRG.20159	3’379.3390	-0.3065	0.0934	37.3393	3.9003E-08	1.6060E-07
MSTRG.1835	6’263.9477	-0.3100	0.1114	37.3227	3.9320E-08	1.6187E-07
MSTRG.1556	4’333.4275	-0.2587	0.0881	37.3189	3.9392E-08	1.6214E-07
MSTRG.28172	2’173.0608	-1.3278	0.2418	37.3182	3.9406E-08	1.6217E-07
ENSG00000269473.1	128.4261	0.9993	0.2543	37.3155	3.9458E-08	1.6236E-07
MSTRG.13374	7’572.0035	-0.3121	0.0815	37.3111	3.9543E-08	1.6268E-07
MSTRG.1949	18’753.6173	-0.5440	0.0914	37.2880	3.9989E-08	1.6449E-07
MSTRG.15082	41.6153	2.2595	0.4259	37.2867	4.0015E-08	1.6457E-07
MSTRG.7681	351.8871	-0.4217	0.2290	37.2759	4.0227E-08	1.6541E-07
MSTRG.12339	23.4405	4.8253	0.9789	37.2690	4.0361E-08	1.6593E-07
MSTRG.256	215.5930	1.5239	0.3212	37.2497	4.0743E-08	1.6747E-07
MSTRG.13613	1’872.5318	0.4028	0.1191	37.2483	4.0771E-08	1.6756E-07
MSTRG.20715	91.5685	2.0047	0.3436	37.2448	4.0841E-08	1.6782E-07
ENSG00000235387.5	33.7830	1.7378	0.5333	37.2389	4.0958E-08	1.6827E-07
ENSG00000184160.8	52.1144	1.4437	0.4475	37.2226	4.1286E-08	1.6959E-07
MSTRG.19175	4’505.6367	0.8405	0.2343	37.2127	4.1485E-08	1.7038E-07
MSTRG.14885	4’303.1843	-0.2699	0.1042	37.2111	4.1517E-08	1.7048E-07
MSTRG.23720	229.2951	0.9921	0.2057	37.2092	4.1555E-08	1.7061E-07
MSTRG.25206	1’048.0969	1.2014	0.2210	37.2087	4.1566E-08	1.7062E-07
MSTRG.17428	171.3211	-0.1600	0.3093	37.1917	4.1912E-08	1.7201E-07
MSTRG.24327	20’513.9152	-0.4610	0.2564	37.1820	4.2110E-08	1.7280E-07
MSTRG.25632	29’892.6474	-0.3244	0.1666	37.1809	4.2133E-08	1.7286E-07
MSTRG.17965	13’633.5591	-0.6316	0.1051	37.1768	4.2215E-08	1.7317E-07
MSTRG.148	122.5592	1.5873	0.2850	37.1683	4.2391E-08	1.7386E-07
MSTRG.7590	3’475.0656	-0.7690	0.1340	37.1593	4.2578E-08	1.7460E-07
MSTRG.4534	604.6637	-0.7773	0.1896	37.1431	4.2915E-08	1.7595E-07
MSTRG.4487	722.9040	-0.7597	0.1800	37.1193	4.3416E-08	1.7797E-07
MSTRG.8483	418.8088	0.7696	0.2037	37.1154	4.3499E-08	1.7828E-07
MSTRG.4069	4’008.3746	-0.6136	0.1378	37.1131	4.3548E-08	1.7845E-07
MSTRG.17749	4’826.5496	-0.7725	0.1286	37.1043	4.3734E-08	1.7918E-07
ENSG00000231536.1	6.0081	5.8058	1.4899	37.0966	4.3898E-08	1.7982E-07
MSTRG.7950	9’167.6639	-0.0988	0.2105	37.0847	4.4155E-08	1.8085E-07
MSTRG.16956	15’412.1169	-0.0968	0.0926	37.0678	4.4519E-08	1.8230E-07
ENSG00000258884.2	6.9352	-2.8827	1.0737	37.0416	4.5091E-08	1.8462E-07
MSTRG.18946	1’578.1173	-0.3299	0.1541	37.0359	4.5216E-08	1.8510E-07
ENSG00000231113.2	102.3876	-1.5065	0.3054	37.0348	4.5240E-08	1.8516E-07
MSTRG.4757	1’388.9251	-0.5042	0.1853	37.0308	4.5329E-08	1.8550E-07
MSTRG.27819	108.9183	1.3170	0.3037	37.0159	4.5659E-08	1.8682E-07
MSTRG.13182	8’116.6673	0.0341	0.1359	37.0135	4.5713E-08	1.8700E-07
MSTRG.6426	563.2287	0.0651	0.1465	37.0077	4.5842E-08	1.8750E-07
MSTRG.26789	4’037.6574	-0.5233	0.1144	37.0027	4.5954E-08	1.8793E-07
MSTRG.19187	7’265.4708	-0.8225	0.1387	36.9926	4.6179E-08	1.8881E-07
MSTRG.4233	5’332.8214	0.7121	0.1619	36.9895	4.6250E-08	1.8907E-07
MSTRG.15455	3’816.6035	0.7917	0.1369	36.9865	4.6317E-08	1.8931E-07
MSTRG.19916	7’347.6055	0.0948	0.1671	36.9846	4.6359E-08	1.8945E-07
MSTRG.17394	2’985.6257	-0.1651	0.1147	36.9818	4.6424E-08	1.8969E-07
MSTRG.39	344.7189	3.4063	0.5436	36.9803	4.6458E-08	1.8979E-07
MSTRG.16076	3’252.0228	0.5498	0.1069	36.9712	4.6664E-08	1.9060E-07
MSTRG.26016	265’208.2367	0.1698	0.0685	36.9684	4.6727E-08	1.9083E-07
MSTRG.5983	2’469.8822	-1.0210	0.1935	36.9634	4.6841E-08	1.9126E-07
MSTRG.4064	31’593.3450	-0.5485	0.1241	36.9624	4.6864E-08	1.9132E-07
ENSG00000178573.7	7.1407	-6.3812	1.4187	36.9538	4.7062E-08	1.9210E-07
MSTRG.27223	65’001.4241	-0.2838	0.1112	36.9463	4.7234E-08	1.9277E-07
ENSG00000259000.1	18.2431	1.6661	0.6085	36.9457	4.7247E-08	1.9279E-07
ENSG00000086717.18	28.4818	-1.8330	0.5006	36.9315	4.7574E-08	1.9409E-07
MSTRG.25985	292.0528	-0.3630	0.1424	36.9245	4.7739E-08	1.9473E-07
MSTRG.12419	1’421.4582	-0.0743	0.1357	36.9110	4.8053E-08	1.9597E-07
ENSG00000166448.15	7.8307	1.6997	1.3587	36.9071	4.8144E-08	1.9631E-07
ENSG00000178690.3	5.7283	-1.0673	1.8141	36.9052	4.8189E-08	1.9646E-07
ENSG00000042980.13	8.4381	-2.0508	0.7833	36.8949	4.8432E-08	1.9742E-07
MSTRG.23654	2’117.0057	0.9053	0.1525	36.8928	4.8480E-08	1.9758E-07
MSTRG.4332	2’051.4010	-0.5996	0.2270	36.8884	4.8585E-08	1.9797E-07
ENSG00000225739.1	97.8117	0.9625	0.2398	36.8823	4.8729E-08	1.9853E-07
MSTRG.5088	3’532.4219	-0.6066	0.1771	36.8819	4.8739E-08	1.9853E-07
MSTRG.16684	1’401.0762	0.1714	0.1090	36.8662	4.9113E-08	2.0003E-07
MSTRG.15748	2’055.8457	1.0153	0.1722	36.8651	4.9139E-08	2.0010E-07
MSTRG.9549	42.1632	2.5976	0.4666	36.8644	4.9157E-08	2.0014E-07
MSTRG.11655	6’274.1693	-0.5440	0.1031	36.8625	4.9201E-08	2.0028E-07
MSTRG.23026	3’889.9107	-0.2036	0.1262	36.8619	4.9216E-08	2.0031E-07
ENSG00000061337.15	102.9884	1.0834	0.4119	36.8418	4.9701E-08	2.0224E-07
MSTRG.27827	64.1868	0.0972	0.3724	36.8414	4.9709E-08	2.0224E-07
MSTRG.4913	424.3924	-1.0651	0.2208	36.8410	4.9719E-08	2.0225E-07
MSTRG.13042	9’198.9290	0.2759	0.1166	36.8405	4.9731E-08	2.0227E-07
MSTRG.1083	152.1632	0.2540	0.2345	36.8366	4.9827E-08	2.0262E-07
MSTRG.14284	445.7036	-0.4718	0.1485	36.8314	4.9952E-08	2.0310E-07
MSTRG.4943	2’366.0252	-0.5285	0.1283	36.8242	5.0129E-08	2.0378E-07
MSTRG.10740	7’051.5702	-0.4077	0.1120	36.8106	5.0462E-08	2.0510E-07
MSTRG.22480	2’950.2960	0.4727	0.1235	36.8031	5.0646E-08	2.0581E-07
MSTRG.28153	24’556.0875	-0.6329	0.1275	36.7977	5.0779E-08	2.0632E-07
MSTRG.12097	526.8469	-2.4425	0.4700	36.7950	5.0846E-08	2.0656E-07
MSTRG.828	3’976.9746	0.0653	0.1333	36.7923	5.0912E-08	2.0679E-07
MSTRG.20258	644.8127	-0.7527	0.1573	36.7910	5.0945E-08	2.0689E-07
MSTRG.19870	7’319.1670	-0.4310	0.1902	36.7822	5.1163E-08	2.0774E-07
MSTRG.945	43.3620	1.0347	0.4608	36.7725	5.1406E-08	2.0869E-07
MSTRG.15803	240.7027	0.8326	0.2244	36.7695	5.1481E-08	2.0896E-07
MSTRG.23993	16’843.4904	-0.5469	0.1210	36.7537	5.1880E-08	2.1054E-07
MSTRG.9571	3’121.5834	-0.2921	0.2170	36.7523	5.1914E-08	2.1065E-07
MSTRG.10734	26’899.5736	-0.2090	0.1214	36.7518	5.1928E-08	2.1066E-07
MSTRG.9270	2’553.8902	-0.4095	0.1529	36.7515	5.1934E-08	2.1066E-07
MSTRG.3026	855.7044	0.1485	0.1108	36.7461	5.2073E-08	2.1118E-07
MSTRG.7918	6’236.8588	-0.4833	0.1485	36.7436	5.2134E-08	2.1140E-07
ENSG00000148483.9	11.8096	3.8725	0.8471	36.7367	5.2310E-08	2.1207E-07
MSTRG.12908	198.4824	0.2320	0.3287	36.7048	5.3130E-08	2.1536E-07
MSTRG.17256	1’954.8703	0.0062	0.1089	36.7009	5.3232E-08	2.1574E-07
ENSG00000138741.11	8.9200	6.5403	1.3369	36.6727	5.3968E-08	2.1868E-07
MSTRG.6828	10’553.8150	-0.9048	0.1679	36.6656	5.4154E-08	2.1940E-07
MSTRG.22144	12’962.1603	0.0257	0.0949	36.6608	5.4280E-08	2.1987E-07
MSTRG.3936	1’328.8896	-0.4191	0.1326	36.6589	5.4332E-08	2.2005E-07
MSTRG.27567	1’636.2710	-0.8669	0.1527	36.6570	5.4382E-08	2.2021E-07
MSTRG.2748	1’199.8827	-0.0223	0.1480	36.6510	5.4541E-08	2.2082E-07
ENSG00000248802.1	30.5685	-0.1212	0.3500	36.6459	5.4676E-08	2.2133E-07
MSTRG.27882	84’558.8569	-0.4121	0.1577	36.6358	5.4946E-08	2.2235E-07
ENSG00000261167.1	401.1405	1.0911	0.1804	36.6358	5.4946E-08	2.2235E-07
MSTRG.13369	215.7864	-1.2402	0.3100	36.6199	5.5374E-08	2.2404E-07
MSTRG.3132	46.7466	2.7424	0.4718	36.6124	5.5577E-08	2.2482E-07
MSTRG.5904	15’326.3553	-0.3926	0.1540	36.6095	5.5654E-08	2.2510E-07
MSTRG.16636	2’588.1978	0.8680	0.2280	36.6045	5.5790E-08	2.2561E-07
MSTRG.12989	151.5211	0.5772	0.2874	36.6031	5.5827E-08	2.2572E-07
MSTRG.27894	625.2985	-0.7451	0.1415	36.5974	5.5984E-08	2.2632E-07
MSTRG.6582	1’861.5029	0.1732	0.1520	36.5833	5.6369E-08	2.2784E-07
MSTRG.17054	9’088.9283	-0.4172	0.1226	36.5818	5.6410E-08	2.2796E-07
MSTRG.2243	37’243.8345	-0.7867	0.1316	36.5684	5.6780E-08	2.2942E-07
MSTRG.17314	819.2717	0.5737	0.1609	36.5618	5.6963E-08	2.3012E-07
MSTRG.15954	9’606.6860	-0.4892	0.0909	36.5311	5.7819E-08	2.3354E-07
ENSG00000116990.11	202.5096	0.3208	0.2882	36.5206	5.8117E-08	2.3470E-07
MSTRG.3131	117.5702	1.3122	0.2257	36.5201	5.8131E-08	2.3472E-07
MSTRG.5526	2’932.7300	-0.3926	0.1116	36.5163	5.8237E-08	2.3511E-07
MSTRG.4201	77.5665	-0.5322	0.3205	36.5156	5.8257E-08	2.3515E-07
MSTRG.10952	91.0778	0.7181	0.2708	36.5126	5.8342E-08	2.3545E-07
MSTRG.3174	8’420.1995	-0.1582	0.1430	36.5023	5.8636E-08	2.3660E-07
ENSG00000225492.6	36.1210	0.8955	0.3720	36.4982	5.8753E-08	2.3703E-07
MSTRG.7005	9’026.2360	-0.0977	0.1288	36.4962	5.8811E-08	2.3719E-07
MSTRG.25598	1’656.1778	-0.0658	0.1190	36.4962	5.8812E-08	2.3719E-07
MSTRG.17776	3’401.7309	-0.1357	0.1034	36.4746	5.9433E-08	2.3965E-07
MSTRG.12815	1’433.5911	-0.7047	0.1638	36.4683	5.9616E-08	2.4035E-07
MSTRG.16639	50.6782	1.6593	0.3548	36.4641	5.9738E-08	2.4080E-07
MSTRG.27353	34’444.8432	-1.0866	0.1865	36.4617	5.9806E-08	2.4104E-07
ENSG00000172367.16	128.7658	1.0353	0.2597	36.4591	5.9883E-08	2.4130E-07
MSTRG.12008	17.7950	1.2965	0.4954	36.4424	6.0373E-08	2.4324E-07
MSTRG.22619	4’178.3213	0.6893	0.1476	36.4287	6.0778E-08	2.4483E-07
ENSG00000089847.12	83.8037	1.2265	0.3853	36.4242	6.0910E-08	2.4532E-07
